id,tweet,subtask_a,subtask_b,subtask_c
90908,['yes'],NOT,,
38398,['best'],NOT,,
33462,"['conservatives', 'showing', 'support', 'nafta', 'talks', 'gives', 'us', 'power', 'country', 'favours', 'publicly', 'criticizing', 'ongoing', 'talks', 'political', 'gain']",NOT,,
75452,"['one', 'greatest', 'thrown', 'bus', 'bad', 'judgment']",NOT,,
56332,"['goodell', 'fired', 'year', 'ago', 'looks', 'like', 'owners', 'let', 'steer', 'ship', 'right', 'iceberg', 'oh', 'well']",NOT,,
16889,"['hard', 'kill', 'killer', 'ya', 'know', 'read', 'book', 'url']",NOT,,
98952,"['nearly', 'made', 'contribute', 'antifa', 'join', 'facebook', 'nearly']",NOT,,
99215,"['presumption', 'innocence', 'applies', 'lefist', 'liberals', 'guilty', 'get', 'go', 'conservative']",OFF,TIN,IND
84229,"['wife', 'bet', 'penn', 'state', 'upset']",NOT,,
65036,"['flexed_biceps', 'flexed_biceps', 'flexed_biceps']",NOT,,
36407,"['thats', 'ok', 'dems', 'liberals', 'dont', 'know']",NOT,,
22240,"['leagues', 'probably', 'getting', 'lifetime', 'ban']",NOT,,
12333,"['liberals', 'anderson', 'cooper', 'gay', 'default', 'means', 'never', 'wrong', 'also', 'liberals', 'trump', 'jr', 'pos', 'dad']",OFF,TIN,IND
27047,"['hello', 'twin', 'let', 'ke', 'correcting', 'typoness', 'group', 'name', 'g', 'dle', 'case', 'lazy', 'use', 'use', 'idle', 'instead', 'winking_face']",OFF,UNT,
10164,"['think', 'talking', 'illegal', 'immigrants', 'drugs', 'society', 'mostly', 'liberals', 'people', 'funding', 'drug', 'importation', 'country']",NOT,,
77611,"['one', 'word', 'antifa']",NOT,,
11247,"['take', 'side', 'years', 'proof', 'women', 'liberals', 'think', 'none', 'story', 'adds', 'political', 'setup', 'win']",NOT,,
23178,"['aye', 'nigga', 'eyes']",OFF,UNT,
47176,"['professional', 'liar']",OFF,TIN,IND
95605,"['glutton', 'punishment', 'never', 'see', 'eye', 'eye', 'blue', 'wave', 'drinker', 'topic', 'till', 'agree', 'ban', 'guns', 'especially', 'scary', 'ones']",NOT,,
83285,"['kind', 'thanks', 'debs']",NOT,,
65555,"['things', 'happen', 'time', 'time', 'likely', 'antifa', 'group', 'like', 'causing', 'trouble', 'nothing', 'better']",NOT,,
54846,"['well', 'done', 'clapping_hands_light_skin_tone']",NOT,,
94084,['freak'],NOT,,
75419,"['hey', 'spartacus', 'forget', 'admitting', 'thing', 'liberals', 'accusing', 'kavanaugh', 'time', 'resign', 'spartacus', 'living', 'liberal', 'mantra', 'say', 'url']",NOT,,
61772,"['absolutely', 'amazing', 'heart_suit']",NOT,,
94161,"['helpmto', 'buy', 'help', 'homeless', 'oh', 'help', 'low', 'income', 'oh', 'work', 'poverty', 'time', 'high', 'help', 'oh', 'thanks', 'nothing']",OFF,TIN,IND
61095,"['forever', 'favorite', 'third', 'wheeling', 'weary_face']",NOT,,
61549,"['paranoid', 'always', 'spam', 'omg', 'spam', 'everyone', 'credit', 'telltale', 'every', 'posts', 'fucking', 'funny', 'chill', 'one', 'cares']",OFF,TIN,IND
69020,"['reason', 'give', 'aguearo', 'slight', 'edge', 'kane', 'creative', 'clinical', 'finishers', 'het', 'wrong']",NOT,,
86369,"['waiting', 'stone', 'cutters', 'arrive', 'excuse', 'mr', 'stonecutter', 'think', 'best', 'side']",NOT,,
51654,"['numbers', 'use', 'numbers', 'come', 'ignore', 'current', 'theft', 'medicare', 'ignoring', 'cost', 'ignorance', 'deceit', 'make', 'liberals', 'pay', 'welfareforall', 'iatrogenesis']",NOT,,
65250,['url'],NOT,,
31386,"['think', 'need', 'dairy', 'queen']",NOT,,
17247,"['still', 'got', 'shits', 'url']",NOT,,
77822,"['said', 'already', 'already', 'broken', 'go', 'return', 'get', 'new', 'generic', 'retarded', 'antifa', 'supporter', 'laugh']",NOT,,
13873,"['yes', 'ily', 'ok']",NOT,,
25384,"['djt', 'gop', 'maga', 'old', 'scared', 'white', 'men', 'making', 'women', 'property']",OFF,TIN,GRP
97226,"['better', 'bring', 'antifa', 'face_with_tears_of_joy']",NOT,,
24889,"['last', 'ford', 'supports', 'levi', 'come', 'gun', 'control', 'corporate', 'america', 'going', 'take', 'country', 'back']",NOT,,
47988,"['pope', 'satan', 'incarnate']",OFF,TIN,IND
18962,"['liked', 'video', 'url', 'manager', 'tells', 'man', 'needs', 'remove', 'maga', 'hat', 'would', 'wwyd']",NOT,,
32028,"['face_with_rolling_eyes', 'really', 'serious', 'comparing', 'prestigious', 'positions', 'nation', 'slave', 'keep', 'proving', 'ignorance', 'inability', 'logical', 'thought', 'maga']",OFF,TIN,GRP
43105,"['brainer', 'stands', 'says', 'vote', 'lying', 'deserves', 'humiliated', 'defeated', 'see', 'played', 'pro', 'choice', 'caed', 'get', 'elected', 'another', 'goper', 'kochsucker']",OFF,TIN,IND
54376,"['president', 'maga', 'kag']",NOT,,
44025,"['corrupt', 'pr', 'government', 'officials']",NOT,,
99339,"['maga', 'sense', 'tingling', 'url']",NOT,,
99068,"['apiece', 'shit', 'would', 'kill', 'animal', 'mother']",OFF,TIN,IND
88285,"['bull', 'crap']",OFF,UNT,
15615,['url'],NOT,,
38612,"['antifa', 'gets', 'shot', 'right', 'nuts', 'phoenix', 'gas', 'url', 'via', 'challenge', 'scope', 'kraber']",NOT,,
16904,"['oh', 'nancy', 'agree', 'wholeheartedly', 'think', 'ever', 'hated', 'anyone', 'life', 'like', 'feel', 'man', 'fact', 'supposed', 'leader', 'makes', 'stomach', 'turn', 'smh', 'lost', 'respect', 'gop', 'completely', 'sit', 'back', 'allow', 'travesty']",OFF,TIN,IND
99127,"['still', 'bathroom', 'really', 'go']",NOT,,
48214,"['look', 'reaction', 'second', 'mark', 'contemptuous', 'clown']",OFF,TIN,IND
48644,"['imagine', 'tread', 'avi', 'simultaneously', 'allowing', 'antifa', 'police', 'tread']",NOT,,
86587,"['kavanaugh', 'accuser', 'christine', 'ford', 'opens', 'door', 'testifying', 'next', 'week', 'looking', 'forward', 'book', 'url', 'maga', 'draintheswamp', 'termlimits', 'ditchmitch', 'peelpelosi']",NOT,,
42115,"['cher', 'helping', 'republican', 'party', 'unhinged', 'rants']",OFF,TIN,IND
25387,"['got', 'ta', 'love', 'uninformed', 'point', 'venezuela', 'though', 'inevitable', 'result', 'socialism', 'socialism', 'venezuela', 'gun', 'control', 'chicago', 'like', 'watching', 'round', 'shitty', 'jeopardy', 'one', 'knows', 'damn', 'thing', 'try', 'compete', 'anyway', 'logic', 'trump']",OFF,UNT,
82740,"['deal', 'would', 'grow', 'pair', 'dump', 'appeaser']",NOT,,
17576,"['partybeforecountry', 'massmedia', 'conservatives', 'war', 'press', 'gotten', 'dangerous', 'going', 'get', 'worse', 'url']",NOT,,
71094,"['paying', 'taxes', 'optional', 'tax', 'evasion', 'crime', 'human', 'rights', 'laws', 'opinion', 'issue', 'preposterous', 'gilliam', 'anti', 'sensible', 'gun', 'control', 'would', 'prevent', 'mentally', 'ill', 'people', 'like', 'owning', 'gun', 'want']",OFF,TIN,IND
57980,"['saw', 'video', 'corrupting', 'government', 'evidence', 'saw', 'going', 'jail', 'maga', 'thegreatawakening', 'qanon', 'youaregoingtojail', 'youhavebeenexposed', 'url']",OFF,TIN,IND
21334,"['think', 'hope', 'abuser', 'get', 'better', 'hits', 'brave', 'strong', 'say', 'prays', 'see', 'light']",NOT,,
99629,"['university', 'wisconsin', 'entrance', 'requirements', 'take', 'anyone', 'rejected', 'universities']",NOT,,
66944,"['absolute', 'queen', 'thank', 'strong', 'emotionally', 'passionate', 'woman']",NOT,,
74813,"['shocked', 'news', 'flash', 'kev', 'kern', 'county', 'highest', 'murder', 'rate', 'state', 'need', 'common', 'sense', 'gun', 'control', 'laws', 'protect', 'constituents', 'ca', 'nation', 'people', 'allowed', 'gun', 'dosomething', 'votethemout', 'voteblue']",NOT,,
15466,"['troubling', 'top', 'trump', 'haters', 'diane', 'feinstein', 'dick', 'schumer', 'jewish', 'hatred', 'country', 'conservatives', 'israel', 'palpable', 'embarrassed']",NOT,,
36373,"['fuck', 'drug', 'test']",OFF,TIN,IND
78764,"['twitter', 'sneaky', 'censoring', 'conservatives', 'n', 'various', 'ways', 'definitely', 'needs', 'investigation']",NOT,,
71468,"['someone', 'never', 'played', 'spiderman', 'kid', 'want', 'tried', 'year', 'back', 'idk', 'kinda', 'collective', 'nostalgia', 'people', 'web', 'swinging', 'mechanics', 'busted', 'fuck', 'kinda', 'trash']",OFF,TIN,IND
43496,"['hit', 'fact', 'bey', 'always', 'private', 'yacht', 'whenever', 'vacay', 'sis', 'stay', 'water', 'non', 'bother', 'rolling_on_the_floor_laughing', 'face_with_tears_of_joy']",NOT,,
88608,"['hope', 'would', 'give', 'expert', 'advice', 'economic', 'matters', 'govt', 'pakistan', 'even', 'member', 'economic', 'council', 'position', 'posts', 'matter', 'one', 'serve', 'country', 'without', 'position', 'post', 'one', 'really', 'wishes', 'something', 'country']",NOT,,
51262,"['actually', 'tyler', 'planned', 'cut', 'angela', 'brett', 'clueless', 'showmance', 'hated', 'changed', 'mind']",NOT,,
45204,"['well', 'james', 'comey', 'lie', 'count', 'fbi', 'thought', 'oath', 'oath', 'maybe', 'wrong']",NOT,,
82702,"['love', 'eric', 'good', 'person', 'great', 'sense', 'humor', 'favorite']",NOT,,
92452,"['show', 'saying', 'alleged', 'rape', 'fault', 'pretending', 'swathes', 'conservatives', 'blaming', 'victim', 'rape', 'disgusting', 'straw', 'man']",OFF,TIN,IND
57478,"['ever', 'ask', 'tho', 'man_shrugging_medium', 'dark_skin_tone']",NOT,,
62638,"['heart', 'aches', 'search', 'kyla', 'pristin', 'happy', 'haters', 'wont', 'let', 'ㅜㅡㅜ']",NOT,,
54149,"['liberals', 'conservatives', 'judge', 'eachother', 'actions', 'worst', 'characters', 'liberals', 'large', 'quantities', 'showcased', 'blatant', 'hypocrisy', 'today', 'allow', 'people', 'write', 'ideas', 'hypocrisy']",NOT,,
42827,['amazing'],NOT,,
41788,"['game', 'played', 'like', 'games', 'years', 'team', 'longer', 'depend', 'get', 'somebody', 'actually', 'plays', 'football', 'games']",NOT,,
16193,"['take', 'anti', 'american', 'crap', 'somewhere', 'else', 'tedcruz', 'senate', 'maga']",OFF,TIN,OTH
27651,"['mean', 'way', 'hillary', 'victimized', 'bills', 'accusers']",NOT,,
90142,"['another', 'lying', 'liberal', 'many', 'lying', 'libtards', 'exposed', 'unclassifie', 'documents', 'liberals', 'lie', 'cheat', 'steal', 'try', 'bring', 'country', 'stop', 'anti', 'american', 'idiotic', 'socialist', 'movement', 'vote', 'republican', 'november', 'trump']",OFF,TIN,GRP
53625,"['right', 'lies', 'day', 'long', 'still', 'terrible', 'anyone', 'else', 'would', 'mastered', 'definitely', 'got', 'hr']",NOT,,
69234,"['disconnected', 'social', 'networks', 'askally']",NOT,,
77122,"['leftist', 'needs', 'condemn', 'violence', 'antifa']",NOT,,
67602,"['personal', 'info', 'hacked', 'using', 'google']",NOT,,
56571,"['democommunists', 'allready', 'destroyed', 'america', 'put', 'men', 'womens', 'bathroom', 'right', 'child', 'molestors', 'n', 'child', 'killers', 'n', 'illegals', 'rights', 'americans', 'u', 'think', 'im', 'wrong', 'bill', 'say', 'something', 'besides', 'kissing', 'liberals', 'asses']",OFF,TIN,OTH
80502,"['see', 'frustrating', 'conservatives', 'always', 'get', 'praise', 'humane', 'policies', 'neccessarily', 'expected']",NOT,,
49262,"['bwaaaaa', 'compared', 'trump', 'bwaaaaaaa', 'compared', 'corrupt', 'demented', 'lunatic', 'godsend']",OFF,TIN,IND
20920,"['lot', 'trying', 'rival', 'west', 'ham', 'infighting', 'amongst', 'fanbase', 'priceless', 'though', 'still', 'quite', 'west', 'ham', 'however', 'nothing', 'beat', 'antifa', 'entryist', 'conspiracy', 'theory']",NOT,,
21252,"['open', 'eyes', 'nra', 'supports', 'politicians', 'care', 'gun', 'control', 'mostly', 'republicans']",NOT,,
92998,"['yes', 'bitch', 'sparkling_heart', 'beating_heart']",OFF,TIN,IND
14950,"['civilians', 'also', 'admit', 'hard', 'sometimes', 'helping', 'grok', 'lol', 'called', 'names', 'even', 'know', 'existed', 'example', 'antifa', 'grannies', 'brokeback', 'valor', 'wth', 'grok', 'girl', 'friend', 'yep', 'shit', 'things', 'frauds', 'say', 'thank', 'grok', 'brother', 'grinning_squinting_face', 'grinning_squinting_face', 'grinning_squinting_face']",NOT,,
16047,"['throne', 'sitting', 'upsideup', 'pinche', 'yayay', 'url', 'url']",NOT,,
23831,"['antifa', 'rescue', 'lol']",NOT,,
48085,"['levistrauss', 'takes', 'stand', 'guncontrol', 'cbs', 'sanfrancisco', 'url', 'nomorelevis', 'guns', 'nra', 'usa', 'gop', 'libertarian', 'conservative']",NOT,,
58896,"['pathological', 'liar']",OFF,TIN,IND
70110,"['url', 'great', 'video', 'kanebrown', 'showing', 'appreciation', 'military', 'westandtogether', 'maga']",NOT,,
76519,"['lil', 'girl', 'adult', 'conversation', 'take', 'thin', 'ass', 'somewhere', 'ya', 'dig']",OFF,TIN,IND
28149,"['probably', 'loaded', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'done', 'cod', 'years', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'sponsors', 'aint', 'money']",NOT,,
34747,"['agreed', 'telling', 'truth', 'thats', 'mighty', 'big', 'sexually', 'assaulted', 'years', 'ago', 'remember', 'everything', 'incident', 'everything']",NOT,,
52643,"['agreed', 'gun', 'control', 'want', 'people', 'control', 'without', 'guns', 'helpless', 'know', 'founders', 'knew']",OFF,TIN,OTH
73753,"['realdonaldtrump', 'rather', 'quiet', 'today', 'hope', 'spent', 'time', 'thinking', 'endgame', 'vlad', 'know', 'probably', 'know', 'expendable', 'take', 'country', 'back', 'happy', 'ponder']",NOT,,
74669,"['great', 'day']",NOT,,
65821,"['almost', 'comical', 'point']",NOT,,
32080,"['think', 'know', 'advocating', 'certainly', 'know', 'saying', 'said', 'leads', 'bunch', 'shit', 'probably', 'like', 'whether', 'meant']",NOT,,
92785,"['got', 'point', 'person', 'looks', 'however', 'think', 'look', 'nhs', 'social', 'care', 'emergency', 'services', 'wages', 'compared', 'living', 'costs', 'see', 'different', 'story']",NOT,,
75312,"['anti', 'kavanaugh', 'groups', 'already', 'spinning', 'guilty', 'disclosures', 'due', 'process', 'aggressive', 'tactics', 'let', 'see', 'spin', 'left', 'right']",NOT,,
42508,"['yea', 'shitty', 'mood', 'rain', 'making', 'better']",NOT,,
22767,"['hope', 'fuck']",OFF,TIN,IND
26534,"['weird', 'conservatives', 'sometimes', 'get', 'accused', 'lacking', 'empathy']",NOT,,
98523,['fuckbucket'],OFF,TIN,IND
58877,"['yes', 'keep', 'voting', 'new', 'reich', 'brussels', 'get', 'result', 'want', 'call', 'another', 'referendum', 'see', 'happens', 'go', 'away', 'liberals', 'finished']",NOT,,
53885,"['vocal', 'believe', 'telling', 'others', 'one', 'dream', 'important', 'express', 'dream', 'others', 'people', 'remember', 'escape', 'actaully', 'make', 'come', 'true', 'regaining', 'confidence']",NOT,,
39588,"['states', 'kavanaugh', 'destroy', 'chance', 'federal', 'gun', 'control', 'lifetime']",NOT,,
47297,"['purely', 'move', 'block', 'nomination', 'liberals', 'said', 'early', 'would', 'vote', 'made', 'story', 'slap', 'face', 'really', 'sexually', 'harassed', 'shows', 'liberals', 'really', 'care', 'true', 'victims', 'power', 'first']",OFF,TIN,OTH
41848,"['thanks', 'sweet', 'timid', 'skiddish', 'scared', 'every', 'sound', 'hurricane', 'helping', 'adjust', 'today', 'started', 'playful', 'smiling_face_with_smiling_eyes']",NOT,,
88504,"['could', 'stop', 'taking', 'molly', 'shit', 'glad', 'changed', 'still', 'around', 'absolutely', 'sucks', 'max', 'passed', 'amazing', 'artist', 'rip', 'mac']",OFF,TIN,IND
20251,"['damn', 'roll', 'bring']",NOT,,
49125,"['mmm', 'hot']",OFF,TIN,IND
60427,"['maga', 'many', 'getting', 'arrested']",NOT,,
63429,"['lmao', 'conservatives', 'lecturing', 'conspiracy', 'theories', 'funny']",NOT,,
88550,"['seeing', 'tweets', 'week', 'outta', 'pocket', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']",NOT,,
18602,"['gun', 'control', 'stop', 'violence', 'either']",NOT,,
80803,"['patriachy', 'harmed', 'black', 'men', 'anything', 'antifa', 'social', 'justice', 'trash', 'hotspot']",NOT,,
88171,"['liberals', 'would', 'story', 'jesus', 'running']",NOT,,
73769,"['right', 'mind', 'conservatives']",OFF,TIN,IND
73552,"['damn', 'felt', 'shit', 'loud', 'lol']",OFF,TIN,OTH
38519,"['love', 'lau', 'cutest', 'uwu']",NOT,,
10697,"['getting', 'exactly', 'deserved']",NOT,,
63333,"['common', 'sense', 'bought', 'taught', 'either']",NOT,,
61407,"['really', 'okay', 'call', 'lynchings', 'long', 'stand', 'comic', 'hmm']",NOT,,
20947,"['anybody', 'notice', 'url', 'url']",NOT,,
37042,"['julieburchill', 'actually', 'mentally', 'ill', 'kid', 'used', 'fill', 'nme', 'face', 'mags', 'vacuous', 'drivel', 'given', 'space', 'grown', 'world', 'courtesy', 'spineless', 'pro', 'brexit', 'eejits', 'pathetic']",NOT,,
21610,"['hard', 'hearing', 'ar', 'inanimate', 'object', 'ar', 'inherently', 'evil', 'gun', 'control', 'decrease', 'gun', 'violence', 'armed', 'citizens', 'less', 'likely', 'become', 'victims', 'mass', 'shootings', 'holocaust', 'prevented', 'banning', 'ovens']",OFF,TIN,GRP
74497,"['think', 'made', 'liberals', 'upset']",NOT,,
75950,"['words', 'ignore', 'democratic', 'vote', 'go', 'way', 'wanted']",NOT,,
94486,"['knowing', 'abortion', 'stake', 'november', 'mobilizes', 'pro', 'life', 'forces', 'kavanaugh', 'denied', 'makes', 'critical', 'conservatives', 'maintain', 'senate', 'r', 'seats', 'election', 'could', 'blessing']",NOT,,
71105,"['look', 'tell', 'study', 'right']",NOT,,
45819,"['another', 'terrorist', 'brought', 'obumer']",OFF,TIN,IND
54792,"['good', 'one', 'entirely', 'responsible', 'fallout', 'undermine', 'usa', 'years', 'come']",NOT,,
90889,"['yes', 'yes', 'melanie', 'boyfriend']",NOT,,
69932,"['kavanaugh', 'judicial', 'philosophy', 'gun', 'control', 'foolish', 'heartless', 'url']",NOT,,
32210,"['hilarious', 'let', 'puertoricans', 'legalize', 'pot', 'forget', 'problems', 'hurricanemaria', 'United_States', 'dollar_banknote', 'smirking_face', 'rolling_on_the_floor_laughing', 'thursdaythoughts', 'thursdaymotivation', 'resistance', 'resist', 'maga', 'military', 'veterans', 'tcot', 'thisisamerica', 'url']",OFF,TIN,OTH
70012,['christian'],NOT,,
84629,"['open', 'borders', 'bring', 'america', 'dems', 'brainless', 'vote', 'red', 'like', 'life', 'depends', 'kag', 'maga', 'url']",OFF,TIN,GRP
39454,"['sjw', 'liberals', 'sweden', 'feminizing', 'boys', 'genderless', 'schools', 'url', 'via']",NOT,,
10712,['revolting'],NOT,,
61831,"['another', 'illegal']",OFF,TIN,IND
16289,"['become', 'party', 'sky', 'falling', 'going', 'die', 'sad', 'bunch']",OFF,TIN,GRP
19909,"['long', 'ago', 'taboo', 'left', 'involved', 'military', 'weapons', 'want', 'military', 'say', 'gun', 'experts', 'push', 'gun', 'control']",NOT,,
64040,"['bible', 'says', 'thou', 'shalt', 'kill', 'curious', 'u', 'stand', 'gun', 'control', 'u', 'want', 'talk', 'baby', 'killers', 'theres', 'distinction', 'bible', 'gets', 'killed']",NOT,,
38393,"['q', 'photoshop', 'qanon', 'real', 'though', 'silly', 'liberals', 'tricks', 'kids']",OFF,TIN,GRP
93158,"['cares', 'deadlier', 'antifa']",NOT,,
46844,"['yes', 'blind', 'realize']",OFF,TIN,IND
11679,"['antifa', 'uc', 'berkeley', 'like', 'thumbs_up']",NOT,,
80270,"['people', 'like', 'greatest', 'campaign', 'tools', 'conservatives', 'thanks', 'service', 'loonyleft']",NOT,,
87826,"['djt', 'remember', 'daughter', 'married', 'iranian', 'defends', 'costs', 'coward', 'disgrace', 'thank', 'god', 'dad', 'would', 'world', 'hurt']",OFF,TIN,IND
36738,"['believe', 'feinstein', 'upstanding', 'would', 'never', 'hir', 'spy', 'china', 'employee', 'years', 'needs', 'resign', 'trader']",NOT,,
65105,"['yeah', 'start', 'blogger', 'somehow', 'turned', 'murder', 'fan', 'fiction']",OFF,UNT,
60283,"['love', 'women', 'like', 'believe', 'women', 'excluding', 'one', 'woman', 'soon', 'yi', 'years', 'old', 'adult', 'reaction', 'significant', 'means', 'hypocrisy']",OFF,TIN,GRP
65277,"['going', 'need', 'pair', 'running', 'shoes', 'look', 'work', 'sees', 'supporting', 'dumb', 'ass', 'movies', 'anymore', 'woman_shrugging', 'walkaway']",NOT,,
55638,"['drunk', 'equally', 'blame']",NOT,,
68742,"['tbh', 'started', 'recently', 'thing', 'like', 'mineta', 'whiny']",NOT,,
40773,"['liberals', 'want', 'hear', 'juanita', 'broderick', 'keith', 'ellison', 'accuser', 'ignored']",NOT,,
50718,"['felon', 'eric', 'holder', 'rotting', 'prison', 'crimes', 'url']",NOT,,
36207,"['hate', 'say', 'got', 'sides', 'mixed', 'many', 'people', 'beaten', 'killed', 'etc', 'far', 'right', 'radicals', 'hand', 'antifa', 'black', 'lives', 'matter', 'etc']",NOT,,
99986,"['ya', 'know', 'many', 'ppl', 'pot', 'homes', 'fukn', 'cops', 'trying', 'get', 'buddy', 'murderer']",OFF,TIN,IND
64009,"['stop', 'collins', 'someone', 'support', 'woman', 'dr', 'cat', 'london', 'opposing', 'collins', 'end', 'bs', 'needs', 'clean', 'desk', 'go', 'home']",NOT,,
71212,"['roaming', 'charges', 'good', 'charge', 'foreign', 'fuckers', 'come']",OFF,TIN,GRP
93209,"['problem', 'taken', 'us', 'back', 'let', 'debate', 'happening', 'today', 'world', 'work', 'going', 'imwithdave', 'lbc']",NOT,,
82442,"['quite', 'good']",NOT,,
72139,"['right', 'issue', 'democrats', 'lying', 'american', 'people', 'long', 'lately', 'seems', 'like', 'going', 'crazy', 'head', 'lol']",OFF,TIN,GRP
87438,"['manga', 'reading']",NOT,,
98230,"['liberals', 'think', 'guns', 'problem', 'url']",OFF,TIN,GRP
59968,"['gun', 'control', 'even', 'smallest', 'forces', 'policies', 'place', 'firearm', 'use', 'support', 'gun', 'control', 'hit', 'target', 'w']",NOT,,
81043,"['awesome', 'fire', 'fire', 'fire', 'fire', 'red_heart', 'red_heart', 'red_heart', 'red_heart']",NOT,,
66984,['friendly'],NOT,,
81559,"['also', 'understand', 'lot', 'followers', 'maga', 'cult', 'aligned', 'politically']",NOT,,
11552,"['like', 'fuckin', 'cool', 'hold', 'horses', 'freckles', 'ohhhjhhh', 'god']",NOT,,
56878,"['would', 'love', 'able', 'afford', 'sexy', 'french', 'au', 'pair', 'poor']",NOT,,
91637,"['full', 'shit', 'violent', 'crime', 'decline', 'decades', 'b', 'gun', 'crime', 'problem', 'state', 'local', 'problem', 'called', 'common', 'sense', 'gun', 'control', 'law', 'passed', 'federal', 'level', 'fix', 'clueless', 'problem']",OFF,UNT,
60441,"['definite', 'follow', 'h']",NOT,,
48212,"['doug', 'flutie', 'would', 'proud']",NOT,,
90094,"['juan', 'williams', 'called', 'diamond', 'silk', 'minstrel', 'show', 'know']",NOT,,
83069,"['uncomefortbul', 'miss', 'williams', 'great', 'actor', 'thinks', 'miss', 'williams', 'order', 'said', 'ref', 'rules', 'apply', 'even', 'miss', 'williams', 'turning', 'women', 'bone', 'miss', 'williams', 'order', 'stone', 'wall']",OFF,TIN,IND
70114,"['analysis', 'devin', 'nunes', 'explains', 'antifa', 'riots', 'winning', 'washington', 'post', 'url']",NOT,,
62647,"['racist', 'god', 'less', 'population', 'cry', 'crying_cat', 'put', 'together', 'trump', 'great', 'job', 'cause', 'got', 'white', 'skin', 'ya', 'need', 'hate']",OFF,UNT,
23654,"['woman', 'uh', 'opponent', 'woman', 'getting', 'ill', 'formed', 'point']",NOT,,
72381,"['antipo', 'better', 'antifa']",NOT,,
31824,"['seriously', 'dick', 'unfollowed']",NOT,,
42100,"['hugs', 'red_apple', 'red_heart', 'green_apple', 'maga', 'hundred_points', 'United_States', 'United_States', 'United_States', 'url']",NOT,,
50777,"['antifa', 'task', 'force']",NOT,,
58047,"['actually', 'liberals', 'like', 'waters', 'antifa', 'promote', 'violence']",OFF,TIN,IND
12762,"['reading', 'comments', 'dear', 'boy', 'burned', 'alive', 'still', 'talking', 'gun', 'control', 'gosh', 'people']",OFF,TIN,OTH
90773,"['bravo', 'cnn']",NOT,,
56734,"['majority', 'daca', 'rd', 'world', 'countries', 'communists', 'activists', 'antifa', 'ofa', 'incompatibles', 'w', 'usculture', 'felons', 'criminal', 'violence', 'participation', 'cult', 'includes', 'kill', 'potus', 'destroysovereignusa', 'usconstndem', 'replace', 'w', 'marxist', 'threichnwo', 'tyranny', 'treason']",OFF,UNT,
24585,"['whole', 'lot', 'deadly', 'bump', 'stock', 'url']",NOT,,
75230,"['richard', 'cephalic', 'clinical']",NOT,,
59483,"['crazy', 'things', 'liberals', 'blame', 'trump', 'url', 'tcot', 'maga', 'rednationrising']",OFF,TIN,GRP
31140,"['loved', 'house', 'bunny', 'remembering', 'names', 'voice', 'funny', 'family', 'watch', 'mom', 'great', 'recovered', 'addict', 'moderately', 'recovered', 'one', 'counts', 'pot', 'lol', 'good', 'show']",NOT,,
99480,"['sick', 'everything', 'politicized', 'everything', 'presented', 'right', 'wrong', 'good', 'evil', 'used', 'liberals', 'conservatives', 'viewed', 'generally', 'good', 'people', 'different', 'approaches', 'achieving', 'goal', 'us']",NOT,,
13105,"['vs', 'antifa', 'know', 'money', 'seriously', 'stupid', 'thing', 'url']",OFF,TIN,OTH
59794,"['suggest', 'get', 'worser', 'jobs', 'want', 'might', 'even', 'office', 'might', 'arguing', 'gay']",OFF,TIN,IND
33291,"['boo', 'hoo', 'shu', 'never', 'right', 'side', 'winning']",NOT,,
74069,"['liberals', 'truly', 'vile']",NOT,,
80770,"['conservatives', 'cut', 'annual', 'funding', 'build', 'social', 'housing', 'bn', 'today', 'theresa', 'may', 'announced', 'extra', 'bn', 'build', 'social', 'housing', 'spread', 'next', 'years', 'bn', 'cut', 'since', 'instead', 'bn', 'wonder', 'housing', 'crisis', 'face_with_monocle']",NOT,,
34976,"['let', 'play', 'game', 'called', 'spot', 'bot', 'guess', 'account']",NOT,,
96559,"['ran', 'hid', 'posting', 'ad', 'illegal', 'border', 'crossers', 'soon', 'cbc', 'started', 'shouting', 'racist', 'racist', 'instead', 'standing', 'believes', 'bailed', 'conservatives', 'picked']",OFF,TIN,GRP
99247,"['forget', 'antifa', 'acorn', 'terrorist', 'obama', 'palled', 'around', 'hahahahahha', 'listen', 'malarkey']",OFF,TIN,IND
80913,"['frogs', 'said', 'muzzie', 'terriorist', 'attack']",OFF,TIN,IND
12684,"['paid', 'look', 'twitter', 'horrible']",NOT,,
86348,"['democrats', 'gave', 'birth', 'antifa', 'blm']",NOT,,
38101,['cool'],NOT,,
14262,"['gun', 'control', 'work', 'support', 'common', 'sense', 'knife', 'control', 'url']",NOT,,
97093,"['imagine', 'married', 'crazy', 'btch', 'good', 'god']",OFF,TIN,IND
95550,"['examples', 'group', 'newsletters', 'created', 'gun', 'control', 'usa', 'groups', 'split', 'partners', 'responsible', 'researching', 'writing', 'one', 'sections', 'miss', 'ross', 'helped', 'arrange', 'separate', 'pieces', 'make', 'one', 'sheet', 'currentaffairs', 'url']",NOT,,
